"id" "text" "screenname" "isretweet" "retweeted" "created"
"1" "540656584217862144" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Kelseykierno" TRUE FALSE 1417737549
"2" "540656428243906560" "@UPS @UPSHelp my package was out for delivery in a town five miles away at 3:45 am, it's now 6pm, where is it?" "1Cowboydave" FALSE FALSE 1417737512
"3" "540656415107739648" "“@UPS: Carson, 4, wants to be like his UPS driver, Ernie. http://t.co/lzLXMYz6ij #WishesDelivered
https://t.co/lNJdypOa83” Love this, @UPS" "susie2625" FALSE FALSE 1417737508
"4" "540656343477002240" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "thtbigboy" TRUE FALSE 1417737491
"5" "540656290461413376" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "ksostberg" TRUE FALSE 1417737479
"6" "540656231338487810" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "jenners_23" TRUE FALSE 1417737465
"7" "540656191677136896" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "ZBriar" TRUE FALSE 1417737455
"8" "540655845651279874" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "codyfitz83" TRUE FALSE 1417737373
"9" "540655425083809792" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "libra95932" TRUE FALSE 1417737272
"10" "540655424563712000" "@UPS hey hi - why don't you guys offer online pre-delivery payment of COD/customs charges like DHL does? Please can you make that happen?" "justinerdman" FALSE FALSE 1417737272
"11" "540655316820426753" "@UPS I PAID TO GET MY PACKAGE DELIVERED IN 3 DAYS BUT ITS NOT ARRIVING TILL 6 DAYS? WHAT KIND OF SHIT IS THIS???!!!???!!" "40ozPAPI" FALSE FALSE 1417737247
"12" "540655221828227072" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Katz_villa" TRUE FALSE 1417737224
"13" "540655097798459392" "Can anyone recommend a good app that allows you to track your packages? Read poor reviews for @ups and @USPS apps." "RLFarkas" FALSE FALSE 1417737194
"14" "540655080060375041" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "maariiaa_xoxo" TRUE FALSE 1417737190
"15" "540655064525058048" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "BaByB1987" TRUE FALSE 1417737186
"16" "540655013304238081" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "zachg664" TRUE FALSE 1417737174
"17" "540654313215762432" "Trying to figure out why my @UPS tracking info from @GPen has been stuck in \"ready for UPS\" for two days." "rsxsr" FALSE FALSE 1417737007
"18" "540654300599316480" "RT @unicefusa: 23K Syrian refugee children in Iraq will be staying warm this winter thanks to these efforts! @UPS #ChildrenofSyria http://t…" "fllanzamorinaNY" TRUE FALSE 1417737004
"19" "540654273835462656" "RT @unicefusa: 23K winter clothing kits arrive in Iraq for #ChildrenofSyria, thx to UNICEF &amp; @UPS volunteers! http://t.co/dUJDYLY3s8 http:/…" "fllanzamorinaNY" TRUE FALSE 1417736998
"20" "540654144059494400" "If @UPS doesn't do their job to remove a package from a truck they should reimburse you for gas and time going to get it #secondclasscarrier" "Pooski28" FALSE FALSE 1417736967
"21" "540654097222107136" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "unplanned_zen" TRUE FALSE 1417736956
"22" "540653597944340480" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "rockhauler420" TRUE FALSE 1417736837
"23" "540653548682244096" "RT @NightBeatTV: Did @UPS violate pregnancy discrimination act? #Trendingtonight w/@Veronicadlcruz @NightBeatTV 10 pm @KBCWtv http://t.co/j…" "VeronicaDLCruz" TRUE FALSE 1417736825
"24" "540653528814211073" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "PrettyRicaaan" TRUE FALSE 1417736820
"25" "540653527052603392" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Ri_Johns" TRUE FALSE 1417736820
"26" "540653508400537600" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "NickSmith3_" TRUE FALSE 1417736815
"27" "540653250434052096" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "THEELESTNIGGA" TRUE FALSE 1417736754
"28" "540653223682387970" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "winipubare" TRUE FALSE 1417736748
"29" "540653198826934272" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "GabyDeemuss" TRUE FALSE 1417736742
"30" "540652794101760000" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "HEYTHURDEELILAH" TRUE FALSE 1417736645
"31" "540652757586567168" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "SheliaSmart" TRUE FALSE 1417736636
"32" "540652554619613184" "@UPS thanks! in order for me to DM you need to be following me as well :)" "Lisa_Leung" FALSE FALSE 1417736588
"33" "540652542418366464" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "punanii_69" TRUE FALSE 1417736585
"34" "540652141497446401" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "CarsonKohler" TRUE FALSE 1417736490
"35" "540652041866334208" "So... @UPS ...who stepped on my package? http://t.co/3Y5Fy0IkjJ" "hey_ursidae" FALSE FALSE 1417736466
"36" "540652004045885441" "Not suspicious at all! @UPS #inplainsight http://t.co/KA7HCW857r" "DOJr35" FALSE FALSE 1417736457
"37" "540651828917313536" "It's been 4-6 days @UPS" "steezyydaq" FALSE FALSE 1417736415
"38" "540651761808453632" "@UPS playing games with a nigga package" "steezyydaq" FALSE FALSE 1417736399
"39" "540651436724326400" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "bg_brook" TRUE FALSE 1417736321
"40" "540651393011699713" "“@UPS: Carson, 4, wants to be like his UPS driver, Ernie. http://t.co/QFwQCrgtux #WishesDelivered
https://t.co/wmFvfnjLTB” man this is cute" "jackieehlert" FALSE FALSE 1417736311
"41" "540651351043088384" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "caitlandjett" TRUE FALSE 1417736301
"42" "540651184726749184" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "borcher21" TRUE FALSE 1417736261
"43" "540650907331866624" "I hate when my online orders use @UPS as their carrier. My package got delayed TWICE wtf " "jennbugg_xo" FALSE FALSE 1417736195
"44" "540650855213846528" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "cdimas97" TRUE FALSE 1417736183
"45" "540650825119723520" "Geez.. @amazon thanks for not boxing my machine. Ugh &amp; @ups just threw it on my porch #happyholidays" "SuzyS86" FALSE FALSE 1417736176
"46" "540650776805515264" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "carefree_nicky" TRUE FALSE 1417736164
"47" "540650744748474369" "@lauren1717 @UPS They lost mine for a month last year. No explanation when it arrived back at origin via FedEx...." "BrianFalotico" FALSE FALSE 1417736157
"48" "540650556424196096" ".@UPS your driver just told me it's not about service it's about #s. \"You think I care about your 1 package I've got 250 more just like it.\"" "jaybraymer" FALSE FALSE 1417736112
"49" "540650515944976385" "I hate yall @UPS" "DameGotGame" FALSE FALSE 1417736102
"50" "540650471128829953" "RT @ElizabethBanks: I wish all kids had books! RT &amp; share ur wish w/ @UPS to help @ToysForTots_USA Literacy Program #WishesDelivered #ad ht…" "AbigailHuns7" TRUE FALSE 1417736091
"51" "540650373011501057" "Where the fucks my package @UPS" "WhyLater_" FALSE FALSE 1417736068
"52" "540650337405632513" "Just returned from Salt Lake City, where I was working on a shoot for @UPS, snapped all w/ the phone. Love these types of challenges!" "TravisJensen" FALSE FALSE 1417736059
"53" "540650279750737920" "AMAZING @FedEx has screwed up the 4th delivery in a week Pretty bad when USPS is better choice. UPS only for me from now on @UPS" "graycase" FALSE FALSE 1417736046
"54" "540650264030486529" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "gabbyarzzz" TRUE FALSE 1417736042
"55" "540650028050550784" "Well, @UPS seems to have delivered Christmas to another address." "thudfactor" FALSE FALSE 1417735986
"56" "540649986296647680" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Pruittbaseball2" TRUE FALSE 1417735976
"57" "540649971784359936" "@UPS is a joke. \"On truck for delivery\" as of 4am; no package as of 6:30pm. Pure lethargy, and I bet you're going to ruin a few Christmases." "edddjonnn" FALSE FALSE 1417735972
"58" "540649908403843072" "RT @UPS: Tag your wishes with #WishesDelivered and we will donate $1 (up to $100k) to our charity partners: http://t.co/3rMq2gw3hP" "Laurel_Katycat" TRUE FALSE 1417735957
"59" "540649898941906944" "Inwoulnhave though that @UPS @UPS was bad. @FedEx is the worst. How would they let a package  dissappear. Smh sad" "iiHsoYei" FALSE FALSE 1417735955
"60" "540649757589667840" "RT @_TiffanyGill_: ☺️ \"@UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. #WishesDelivered
https://t.co/K1b…" "Hannah_Martin44" TRUE FALSE 1417735921
"61" "540649620016476161" "I love it when @UPS for some reason can't find you but yet they are able to send this card!! #poorservice #ugh http://t.co/55Ns2oB8Q8" "BokmanDavid" FALSE FALSE 1417735888
"62" "540649581269110784" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "brandosss_" TRUE FALSE 1417735879
"63" "540649357280686080" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "karsynnann" TRUE FALSE 1417735826
"64" "540649284396654592" "Colorado Four Year Old Enjoys Wearing Brown Thanks to UPS http://t.co/Bb6qh6Dqk8 @ups #news" "WCCBCharlotte" FALSE FALSE 1417735808
"65" "540649231959093249" "OMG @ups - please please add same day authorization to deliver without signature.  my night is going to be so much sadder now." "joannatovaprice" FALSE FALSE 1417735796
"66" "540649177043062784" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "reilygraceshort" TRUE FALSE 1417735783
